0.000000,2.000000
-0.091161,1.842105
-0.182321,1.684211
-0.273482,1.526316
-0.364642,1.368421
-0.455803,1.210526
-0.546963,1.052632
-0.638124,0.894737
-0.729285,0.736842
-0.820445,0.578947
-0.911606,0.421053
-1.002766,0.263158
-1.093927,0.105263
-1.185087,-0.052632
-1.276248,-0.210526
-1.367409,-0.368421
-1.458569,-0.526316
-1.549730,-0.684211
-1.640890,-0.842105
-1.732051,-1.000000
-1.732051,-1.000000
-1.549730,-1.000000
-1.367409,-1.000000
-1.185087,-1.000000
-1.002766,-1.000000
-0.820445,-1.000000
-0.638124,-1.000000
-0.455803,-1.000000
-0.273482,-1.000000
-0.091161,-1.000000
0.091161,-1.000000
0.273482,-1.000000
0.455803,-1.000000
0.638124,-1.000000
0.820445,-1.000000
1.002766,-1.000000
1.185087,-1.000000
1.367409,-1.000000
1.549730,-1.000000
1.732051,-1.000000
1.732051,-1.000000
1.640890,-0.842105
1.549730,-0.684211
1.458569,-0.526316
1.367409,-0.368421
1.276248,-0.210526
1.185087,-0.052632
1.093927,0.105263
1.002766,0.263158
0.911606,0.421053
0.820445,0.578947
0.729285,0.736842
0.638124,0.894737
0.546963,1.052632
0.455803,1.210526
0.364642,1.368421
0.273482,1.526316
0.182321,1.684211
0.091161,1.842105
0.000000,2.000000
2.000000,0.000000
1.996053,0.125581
1.984229,0.250666
1.964575,0.374763
1.937166,0.497380
1.902113,0.618034
1.859553,0.736249
1.809654,0.851559
1.752613,0.963507
1.688656,1.071654
1.618034,1.175571
1.541026,1.274848
1.457937,1.369094
1.369094,1.457937
1.274848,1.541026
1.175571,1.618034
1.071654,1.688656
0.963507,1.752613
0.851559,1.809654
0.736249,1.859553
0.618034,1.902113
0.497380,1.937166
0.374763,1.964575
0.250666,1.984229
0.125581,1.996053
0.000000,2.000000
-0.125581,1.996053
-0.250666,1.984229
-0.374763,1.964575
-0.497380,1.937166
-0.618034,1.902113
-0.736249,1.859553
-0.851559,1.809654
-0.963507,1.752613
-1.071654,1.688656
-1.175571,1.618034
-1.274848,1.541026
-1.369094,1.457937
-1.457937,1.369094
-1.541026,1.274848
-1.618034,1.175571
-1.688656,1.071654
-1.752613,0.963507
-1.809654,0.851559
-1.859553,0.736249
-1.902113,0.618034
-1.937166,0.497380
-1.964575,0.374763
-1.984229,0.250666
-1.996053,0.125581
-2.000000,0.000000
-1.996053,-0.125581
-1.984229,-0.250666
-1.964575,-0.374763
-1.937166,-0.497380
-1.902113,-0.618034
-1.859553,-0.736249
-1.809654,-0.851559
-1.752613,-0.963507
-1.688656,-1.071654
-1.618034,-1.175571
-1.541026,-1.274848
-1.457937,-1.369094
-1.369094,-1.457937
-1.274848,-1.541026
-1.175571,-1.618034
-1.071654,-1.688656
-0.963507,-1.752613
-0.851559,-1.809654
-0.736249,-1.859553
-0.618034,-1.902113
-0.497380,-1.937166
-0.374763,-1.964575
-0.250666,-1.984229
-0.125581,-1.996053
-0.000000,-2.000000
0.125581,-1.996053
0.250666,-1.984229
0.374763,-1.964575
0.497380,-1.937166
0.618034,-1.902113
0.736249,-1.859553
0.851559,-1.809654
0.963507,-1.752613
1.071654,-1.688656
1.175571,-1.618034
1.274848,-1.541026
1.369094,-1.457937
1.457937,-1.369094
1.541026,-1.274848
1.618034,-1.175571
1.688656,-1.071654
1.752613,-0.963507
1.809654,-0.851559
1.859553,-0.736249
1.902113,-0.618034
1.937166,-0.497380
1.964575,-0.374763
1.984229,-0.250666
1.996053,-0.125581
